student_id,student_name,student_gender,class_level,course_name,assessment_no,assessment_score,raised_hand_count,moodle_views,attendance_rate,resources_downloads
1009,Student_1009,M,C1,Science,2,43,10,29,90,8
1009,Student_1009,M,C1,Science,3,94,2,50,90,7
1009,Student_1009,M,C1,Science,4,76,3,23,90,5
1009,Student_1009,M,C1,Biology,1,41,19,27,70,3
1009,Student_1009,M,C1,Biology,2,54,5,48,89,5
1009,Student_1009,M,C1,Biology,3,90,1,14,70,7
1009,Student_1009,M,C1,Biology,4,65,18,44,64,5
1009,Student_1009,M,C1,Chemistry,1,65,3,18,79,0
1009,Student_1009,M,C1,Chemistry,2,59,16,11,60,13
1009,Student_1009,M,C1,Chemistry,3,77,4,10,95,12
1009,Student_1009,M,C1,Chemistry,4,82,2,32,65,17
1009,Student_1009,M,C1,Computer,1,95,9,4,82,9
1009,Student_1009,M,C1,Computer,2,83,1,12,99,1
1009,Student_1009,M,C1,Computer,3,59,0,36,68,16
1009,Student_1009,M,C1,Computer,4,48,10,14,83,5
1010,Student_1010,M,C1,Mathematics,1,74,16,4,73,20
1010,Student_1010,M,C1,Mathematics,2,95,10,8,93,11
1010,Student_1010,M,C1,Mathematics,3,74,2,0,99,7
1010,Student_1010,M,C1,Mathematics,4,50,8,36,73,2
1010,Student_1010,M,C1,Science,1,60,4,4,78,13
1010,Student_1010,M,C1,Science,2,65,3,24,84,17
1010,Student_1010,M,C1,Science,3,79,7,38,99,13
1010,Student_1010,M,C1,Science,4,71,18,37,92,14
1010,Student_1010,M,C1,Biology,1,72,16,32,61,13
1010,Student_1010,M,C1,Biology,2,92,7,39,98,18
1010,Student_1010,M,C1,Biology,3,45,5,2,66,18
1010,Student_1010,M,C1,Biology,4,47,9,14,88,0
1010,Student_1010,M,C1,Chemistry,1,91,6,26,95,5
1010,Student_1010,M,C1,Chemistry,2,96,0,36,86,0
1010,Student_1010,M,C1,Chemistry,3,43,1,9,64,9
1010,Student_1010,M,C1,Chemistry,4,72,5,12,90,14
1010,Student_1010,M,C1,Computer,1,75,12,23,74,7
1010,Student_1010,M,C1,Computer,2,44,14,3,71,12
1010,Student_1010,M,C1,Computer,3,41,18,50,95,3
1010,Student_1010,M,C1,Computer,4,65,10,26,64,19
1011,Student_1011,M,C1,Mathematics,1,49,7,37,65,7
1011,Student_1011,M,C1,Mathematics,2,62,14,25,71,12
1011,Student_1011,M,C1,Mathematics,3,79,17,24,92,14
1011,Student_1011,M,C1,Mathematics,4,79,10,11,95,15
1011,Student_1011,M,C1,Science,1,43,4,36,67,9
1011,Student_1011,M,C1,Science,2,88,8,50,88,13
1011,Student_1011,M,C1,Science,3,79,8,21,70,0
1011,Student_1011,M,C1,Science,4,85,4,20,85,13
1011,Student_1011,M,C1,Biology,1,75,0,50,99,14
1011,Student_1011,M,C1,Biology,2,60,14,8,68,9
1011,Student_1011,M,C1,Biology,3,91,20,25,100,2
1011,Student_1011,M,C1,Biology,4,91,10,37,61,6
1011,Student_1011,M,C1,Chemistry,1,57,1,26,76,10
1011,Student_1011,M,C1,Chemistry,2,98,11,50,83,6
1011,Student_1011,M,C1,Chemistry,3,91,5,23,92,16
1011,Student_1011,M,C1,Chemistry,4,68,10,21,85,17
1011,Student_1011,M,C1,Computer,1,60,16,6,76,19
1011,Student_1011,M,C1,Computer,2,80,16,19,81,7
1011,Student_1011,M,C1,Computer,3,88,6,0,91,12
1011,Student_1011,M,C1,Computer,4,69,18,18,91,16
1012,Student_1012,M,C1,Mathematics,1,68,15,39,78,17
1012,Student_1012,M,C1,Mathematics,2,40,13,50,61,16
1012,Student_1012,M,C1,Mathematics,3,89,5,50,63,0
1012,Student_1012,M,C1,Mathematics,4,47,6,2,91,9
1012,Student_1012,M,C1,Science,1,49,18,45,93,0
1012,Student_1012,M,C1,Science,2,62,17,6,88,7
1012,Student_1012,M,C1,Science,3,40,2,23,82,7
1012,Student_1012,M,C1,Science,4,93,14,36,62,18
1012,Student_1012,M,C1,Biology,1,72,14,7,93,2
1012,Student_1012,M,C1,Biology,2,71,13,31,75,3
1012,Student_1012,M,C1,Biology,3,91,4,20,73,15
1012,Student_1012,M,C1,Biology,4,57,6,9,66,0
1012,Student_1012,M,C1,Chemistry,1,62,20,18,78,3
1012,Student_1012,M,C1,Chemistry,2,68,17,1,60,14
1012,Student_1012,M,C1,Chemistry,3,44,19,10,61,2
1012,Student_1012,M,C1,Chemistry,4,62,11,19,64,4
1012,Student_1012,M,C1,Computer,1,77,8,33,94,19
1012,Student_1012,M,C1,Computer,2,97,11,23,76,9
1012,Student_1012,M,C1,Computer,3,69,13,22,91,16
1012,Student_1012,M,C1,Computer,4,89,18,16,73,8
1013,Student_1013,F,C1,Mathematics,1,41,12,24,98,8
1013,Student_1013,F,C1,Mathematics,2,93,10,45,63,12
1013,Student_1013,F,C1,Mathematics,3,73,4,10,65,17
1013,Student_1013,F,C1,Mathematics,4,60,9,35,100,5
1013,Student_1013,F,C1,Science,1,73,16,36,84,5
1013,Student_1013,F,C1,Science,2,97,11,22,81,20
1013,Student_1013,F,C1,Science,3,66,5,26,99,1
1013,Student_1013,F,C1,Science,4,51,12,6,69,12
1013,Student_1013,F,C1,Biology,1,56,20,27,61,10
1013,Student_1013,F,C1,Biology,2,40,18,35,85,20
1013,Student_1013,F,C1,Biology,3,50,7,10,95,16
1013,Student_1013,F,C1,Biology,4,98,6,39,94,1
1013,Student_1013,F,C1,Chemistry,1,94,14,23,81,4
1013,Student_1013,F,C1,Chemistry,2,95,0,35,79,18
1013,Student_1013,F,C1,Chemistry,3,74,19,42,76,12
1013,Student_1013,F,C1,Chemistry,4,82,1,8,85,1
1013,Student_1013,F,C1,Computer,1,92,8,8,99,16
1013,Student_1013,F,C1,Computer,2,40,10,39,84,6
1013,Student_1013,F,C1,Computer,3,74,2,49,96,11
1013,Student_1013,F,C1,Computer,4,83,18,29,97,1
1014,Student_1014,F,C1,Mathematics,1,58,4,43,76,9
1014,Student_1014,F,C1,Mathematics,2,96,16,46,71,15
1014,Student_1014,F,C1,Mathematics,3,63,18,7,90,20
1014,Student_1014,F,C1,Mathematics,4,56,4,15,65,7
1014,Student_1014,F,C1,Science,1,64,17,24,71,14
1014,Student_1014,F,C1,Science,2,98,8,44,85,14
1014,Student_1014,F,C1,Science,3,71,9,15,66,16
1014,Student_1014,F,C1,Science,4,62,20,21,66,13
1014,Student_1014,F,C1,Biology,1,54,20,6,68,18
1014,Student_1014,F,C1,Biology,2,87,7,49,82,17
1014,Student_1014,F,C1,Biology,3,70,19,38,94,17
1014,Student_1014,F,C1,Biology,4,98,9,38,76,13
1014,Student_1014,F,C1,Chemistry,1,70,2,43,93,2
1014,Student_1014,F,C1,Chemistry,2,76,10,39,85,11
1014,Student_1014,F,C1,Chemistry,3,78,14,48,63,12
1014,Student_1014,F,C1,Chemistry,4,57,0,15,61,2
1014,Student_1014,F,C1,Computer,1,81,1,29,72,12
1014,Student_1014,F,C1,Computer,2,57,2,38,88,16
1014,Student_1014,F,C1,Computer,3,68,20,43,75,11
1014,Student_1014,F,C1,Computer,4,86,9,29,84,6
1015,Student_1015,F,C1,Mathematics,1,44,0,29,62,12
1015,Student_1015,F,C1,Mathematics,2,53,17,3,77,4
1015,Student_1015,F,C1,Mathematics,3,64,15,0,74,8
1015,Student_1015,F,C1,Mathematics,4,54,16,23,63,11
1015,Student_1015,F,C1,Science,1,98,4,36,65,6
1015,Student_1015,F,C1,Science,2,95,13,23,70,12
1015,Student_1015,F,C1,Science,3,73,6,3,67,19
1015,Student_1015,F,C1,Science,4,68,20,50,69,10
1015,Student_1015,F,C1,Biology,1,73,8,48,62,5
1015,Student_1015,F,C1,Biology,2,44,4,46,82,16
1015,Student_1015,F,C1,Biology,3,48,2,19,94,17
1015,Student_1015,F,C1,Biology,4,57,16,23,62,2
1015,Student_1015,F,C1,Chemistry,1,77,12,46,84,8
1015,Student_1015,F,C1,Chemistry,2,43,13,36,93,10
1015,Student_1015,F,C1,Chemistry,3,80,2,27,88,8
1015,Student_1015,F,C1,Chemistry,4,42,1,11,68,14
1015,Student_1015,F,C1,Computer,1,79,4,10,93,14
1015,Student_1015,F,C1,Computer,2,77,7,4,85,17
1015,Student_1015,F,C1,Computer,3,45,4,47,72,4
1015,Student_1015,F,C1,Computer,4,52,16,49,99,12
1016,Student_1016,F,C1,Mathematics,1,68,18,2,99,1
1016,Student_1016,F,C1,Mathematics,2,79,12,44,92,5
1016,Student_1016,F,C1,Mathematics,3,63,18,15,99,0
1016,Student_1016,F,C1,Mathematics,4,98,15,40,72,10
1016,Student_1016,F,C1,Science,1,84,20,41,95,5
1016,Student_1016,F,C1,Science,2,99,6,4,90,9
1016,Student_1016,F,C1,Science,3,49,10,29,98,17
1016,Student_1016,F,C1,Science,4,75,1,13,72,11
1016,Student_1016,F,C1,Biology,1,78,1,31,72,13
1016,Student_1016,F,C1,Biology,2,66,16,40,76,7
1016,Student_1016,F,C1,Biology,3,70,1,23,94,15
1016,Student_1016,F,C1,Biology,4,45,18,29,66,9
1016,Student_1016,F,C1,Chemistry,1,80,1,27,74,4
1016,Student_1016,F,C1,Chemistry,2,68,3,19,91,3
1016,Student_1016,F,C1,Chemistry,3,89,3,26,76,11
1016,Student_1016,F,C1,Chemistry,4,61,16,9,60,17
1016,Student_1016,F,C1,Computer,1,89,13,46,88,11
1016,Student_1016,F,C1,Computer,2,75,2,11,66,10
1016,Student_1016,F,C1,Computer,3,72,5,46,74,18
1016,Student_1016,F,C1,Computer,4,50,1,45,93,3
1017,Student_1017,M,C1,Mathematics,1,74,12,40,98,14
1017,Student_1017,M,C1,Mathematics,2,94,10,31,61,14
1017,Student_1017,M,C1,Mathematics,3,53,19,21,70,2
1017,Student_1017,M,C1,Mathematics,4,56,11,27,88,20
1017,Student_1017,M,C1,Science,1,86,15,36,79,5
1017,Student_1017,M,C1,Science,2,58,4,2,60,5
1017,Student_1017,M,C1,Science,3,54,1,34,84,11
1017,Student_1017,M,C1,Science,4,57,14,43,75,7
1017,Student_1017,M,C1,Biology,1,99,13,24,76,20
1017,Student_1017,M,C1,Biology,2,47,14,26,66,2
1017,Student_1017,M,C1,Biology,3,68,11,23,62,19
1017,Student_1017,M,C1,Biology,4,85,14,24,89,13
1017,Student_1017,M,C1,Chemistry,1,46,16,43,79,3
1017,Student_1017,M,C1,Chemistry,2,48,5,47,81,20
1017,Student_1017,M,C1,Chemistry,3,92,1,23,67,10
1017,Student_1017,M,C1,Chemistry,4,52,16,7,80,17
1017,Student_1017,M,C1,Computer,1,69,17,45,90,5
1017,Student_1017,M,C1,Computer,2,71,10,44,84,0
1017,Student_1017,M,C1,Computer,3,99,5,40,67,10
1017,Student_1017,M,C1,Computer,4,61,18,23,100,16
1018,Student_1018,F,C1,Mathematics,1,96,13,31,74,15
1018,Student_1018,F,C1,Mathematics,2,93,19,32,69,7
1018,Student_1018,F,C1,Mathematics,3,71,17,32,61,0
1018,Student_1018,F,C1,Mathematics,4,72,8,12,89,0
1018,Student_1018,F,C1,Science,1,52,19,25,81,6
1018,Student_1018,F,C1,Science,2,41,5,38,85,13
1018,Student_1018,F,C1,Science,3,97,17,14,93,9
1018,Student_1018,F,C1,Science,4,94,11,48,99,10
1018,Student_1018,F,C1,Biology,1,100,2,5,68,5
1018,Student_1018,F,C1,Biology,2,48,6,30,91,8
1018,Student_1018,F,C1,Biology,3,89,11,7,67,17
1018,Student_1018,F,C1,Biology,4,67,19,46,66,10
1018,Student_1018,F,C1,Chemistry,1,59,15,3,65,2
1018,Student_1018,F,C1,Chemistry,2,80,9,13,70,17
1018,Student_1018,F,C1,Chemistry,3,93,11,22,71,12
1018,Student_1018,F,C1,Chemistry,4,64,12,50,78,13
1018,Student_1018,F,C1,Computer,1,75,12,7,88,20
1018,Student_1018,F,C1,Computer,2,94,18,43,77,5
1018,Student_1018,F,C1,Computer,3,57,18,21,96,8
1018,Student_1018,F,C1,Computer,4,98,2,27,69,18
1019,Student_1019,M,C1,Mathematics,1,100,14,32,66,11
1019,Student_1019,M,C1,Mathematics,2,88,20,30,83,19
1019,Student_1019,M,C1,Mathematics,3,76,3,27,79,17
1019,Student_1019,M,C1,Mathematics,4,88,18,31,100,3
1019,Student_1019,M,C1,Science,1,97,20,33,95,1
1019,Student_1019,M,C1,Science,2,54,1,35,65,6
1019,Student_1019,M,C1,Science,3,81,18,50,71,2
1019,Student_1019,M,C1,Science,4,84,17,39,80,14
1019,Student_1019,M,C1,Biology,1,72,2,25,67,3
1019,Student_1019,M,C1,Biology,2,87,9,43,73,13
1019,Student_1019,M,C1,Biology,3,41,4,4,97,12
1019,Student_1019,M,C1,Biology,4,80,14,13,98,19
1019,Student_1019,M,C1,Chemistry,1,41,6,5,76,1
1019,Student_1019,M,C1,Chemistry,2,74,4,4,60,7
1019,Student_1019,M,C1,Chemistry,3,51,3,44,82,14
1019,Student_1019,M,C1,Chemistry,4,70,10,9,62,13
1019,Student_1019,M,C1,Computer,1,55,9,28,69,11
1019,Student_1019,M,C1,Computer,2,69,8,0,64,19
1019,Student_1019,M,C1,Computer,3,47,10,11,60,19
1019,Student_1019,M,C1,Computer,4,67,10,36,96,11
1020,Student_1020,M,C1,Mathematics,1,88,16,43,87,14
1020,Student_1020,M,C1,Mathematics,2,54,5,43,79,17
1020,Student_1020,M,C1,Mathematics,3,53,1,8,96,19
1020,Student_1020,M,C1,Mathematics,4,65,0,34,65,4
1020,Student_1020,M,C1,Science,1,92,4,32,73,11
1020,Student_1020,M,C1,Science,2,81,19,49,83,10
1020,Student_1020,M,C1,Science,3,73,17,28,98,14
1020,Student_1020,M,C1,Science,4,82,17,22,97,19
1020,Student_1020,M,C1,Biology,1,62,12,15,67,17
1020,Student_1020,M,C1,Biology,2,60,0,7,88,5
1020,Student_1020,M,C1,Biology,3,44,14,21,93,0
1020,Student_1020,M,C1,Biology,4,94,10,9,89,17
1020,Student_1020,M,C1,Chemistry,1,57,16,25,67,14
1020,Student_1020,M,C1,Chemistry,2,79,16,11,86,7
1020,Student_1020,M,C1,Chemistry,3,64,13,3,92,0
1020,Student_1020,M,C1,Chemistry,4,58,15,13,64,8
1020,Student_1020,M,C1,Computer,1,65,1,49,65,8
1020,Student_1020,M,C1,Computer,2,72,8,24,72,8
1020,Student_1020,M,C1,Computer,3,92,12,30,100,10
1020,Student_1020,M,C1,Computer,4,43,1,37,63,5
1021,Student_1021,M,C1,Mathematics,1,45,1,17,72,8
1021,Student_1021,M,C1,Mathematics,2,62,18,44,70,0
1021,Student_1021,M,C1,Mathematics,3,63,6,24,80,14
1021,Student_1021,M,C1,Mathematics,4,40,11,6,74,20
1021,Student_1021,M,C1,Science,1,58,0,48,91,16
1021,Student_1021,M,C1,Science,2,74,11,37,85,10
1021,Student_1021,M,C1,Science,3,74,7,45,73,9
1021,Student_1021,M,C1,Science,4,41,13,8,62,20
1021,Student_1021,M,C1,Biology,1,65,7,47,61,5
1021,Student_1021,M,C1,Biology,2,67,20,28,85,11
1021,Student_1021,M,C1,Biology,3,44,1,47,96,14
1021,Student_1021,M,C1,Biology,4,83,3,14,82,5
1021,Student_1021,M,C1,Chemistry,1,85,17,43,80,10
1021,Student_1021,M,C1,Chemistry,2,94,15,46,74,3
1021,Student_1021,M,C1,Chemistry,3,50,18,14,63,20
1021,Student_1021,M,C1,Chemistry,4,52,18,33,73,3
1021,Student_1021,M,C1,Computer,1,87,20,45,86,14
1021,Student_1021,M,C1,Computer,2,67,2,7,75,9
1021,Student_1021,M,C1,Computer,3,75,17,1,72,3
1021,Student_1021,M,C1,Computer,4,65,10,6,90,11
1022,Student_1022,F,C1,Mathematics,1,78,12,30,66,16
1022,Student_1022,F,C1,Mathematics,2,81,9,35,79,3
1022,Student_1022,F,C1,Mathematics,3,93,6,0,72,20
1022,Student_1022,F,C1,Mathematics,4,61,8,25,68,14
1022,Student_1022,F,C1,Science,1,49,9,7,83,15
1022,Student_1022,F,C1,Science,2,88,4,3,83,18
1022,Student_1022,F,C1,Science,3,75,6,9,84,17
1022,Student_1022,F,C1,Science,4,58,3,9,92,17
1022,Student_1022,F,C1,Biology,1,44,14,48,94,11
1022,Student_1022,F,C1,Biology,2,73,0,20,76,15
1022,Student_1022,F,C1,Biology,3,76,14,34,87,6
1022,Student_1022,F,C1,Biology,4,71,10,9,68,13
1022,Student_1022,F,C1,Chemistry,1,52,1,34,66,20
